hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,market_segment,Cost,meal
"City Hotel",1,88,2018,December,53,30,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Transient,97.35,0,3,Canceled,10/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,88,2018,December,53,30,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Transient,97.35,0,2,Canceled,10/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,72,2018,December,52,21,1,4,2,2,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,1,"No Deposit",9,NULL,0,Contract,159.3,0,1,Canceled,10/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,25,2018,November,45,4,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,99.45,0,1,Canceled,10/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,36,2018,November,48,25,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.99,0,2,Canceled,10/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,28,2018,October,44,28,0,1,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",98,NULL,0,Transient-Party,130,0,0,Canceled,10/23/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,9,2018,October,44,31,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,112,0,1,Canceled,10/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,9,2018,October,44,31,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,103,0,1,Canceled,10/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,21,2018,October,44,31,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,105.79,0,0,Canceled,10/26/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,11,2018,October,44,30,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,113.33,0,1,Canceled,10/26/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,43,2018,October,44,28,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,92.03,0,1,Canceled,10/26/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,October,44,30,0,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,1,"No Deposit",9,NULL,0,Contract,110.5,0,0,Canceled,10/27/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,1,2018,October,44,28,0,3,2,0,0,HB,PRT,Groups,TA/TO,1,1,0,A,A,0,"No Deposit",37,NULL,0,Transient-Party,111,0,0,Canceled,10/27/2018,0.1,Groups,17.99,HB
"City Hotel",1,25,2018,November,45,7,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,90.95,0,1,Canceled,10/28/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,81,2018,December,53,30,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,111,0,1,Canceled,10/28/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,24,2018,October,44,28,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,126,0,0,Canceled,10/28/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,20,2018,November,45,5,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,90.95,0,1,Canceled,10/28/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,November,46,11,0,4,2,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,"No Deposit",14,NULL,0,Transient,107,0,0,Canceled,10/28/2018,0.1,Direct,12.99,BB
"City Hotel",1,5,2018,November,45,2,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,105,0,1,Canceled,10/28/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,November,45,4,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"Non Refund",NULL,122,0,Transient,95,0,0,Canceled,10/28/2018,0.15,Corporate,12.99,BB
"City Hotel",1,22,2018,November,45,6,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,85,0,0,Canceled,10/29/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,18,2018,November,45,3,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,99.45,0,1,Canceled,10/29/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,9,2018,November,45,4,1,4,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,85.85,0,1,Canceled,10/30/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,61,2018,December,53,30,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,1,"No Deposit",9,NULL,0,Transient,111.6,0,1,Canceled,10/30/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,6,2018,November,45,2,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,95,0,1,Canceled,10/30/2018,0.1,Direct,12.99,BB
"City Hotel",1,0,2018,October,44,30,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,B,0,"No Deposit",NULL,NULL,0,Transient,95,0,0,Canceled,10/30/2018,0.1,Direct,12.99,BB
"City Hotel",1,11,2018,November,45,6,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,E,0,"No Deposit",9,NULL,0,Transient,126,0,1,Canceled,11/2/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,61,2018,December,53,30,2,6,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,2,"No Deposit",9,NULL,0,Transient,99.75,0,0,Canceled,11/2/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,60,2018,December,53,28,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,110.43,0,0,Canceled,11/2/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,60,2018,December,53,28,2,6,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,99.75,0,0,Canceled,11/2/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,11,2018,November,45,6,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,90.95,0,1,Canceled,11/3/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,12,2018,November,46,14,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,107,0,1,Canceled,11/3/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,7,2018,November,45,5,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,11/3/2018,0.15,Corporate,12.99,BB
"City Hotel",1,21,2018,November,46,13,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,82.45,0,1,Canceled,11/4/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,21,2018,November,46,13,0,2,2,0,0,BB,PRT,Complementary,Direct,0,1,0,G,G,0,"No Deposit",NULL,NULL,0,Transient,0,0,1,Canceled,11/4/2018,1,Complementary,12.99,BB
"City Hotel",1,14,2018,November,45,4,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,87,0,1,Canceled,11/4/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,67,2018,December,52,25,3,7,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,101.07,0,1,Canceled,11/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,70,2018,November,48,25,0,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,"No Deposit",14,NULL,0,Transient,61.56,0,0,Canceled,11/5/2018,0.1,Direct,12.99,BB
"City Hotel",1,5,2018,November,46,8,2,0,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,84,0,1,Canceled,11/5/2018,0.1,Direct,12.99,BB
"City Hotel",1,55,2018,December,53,30,0,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"No Deposit",3,NULL,0,Transient-Party,70,0,0,Canceled,11/5/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,23,2018,November,45,5,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,11/5/2018,0.15,Corporate,12.99,BB
"City Hotel",1,54,2018,December,53,30,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,117,0,1,Canceled,11/6/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"Non Refund",19,NULL,0,Transient,90,0,0,Canceled,11/6/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,32,2018,November,47,20,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",119,NULL,0,Transient-Party,73,0,0,Canceled,11/6/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,12,2018,November,47,17,0,4,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,105.75,0,0,Canceled,11/7/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,8,2018,November,46,10,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,85,0,2,Canceled,11/7/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,42,2018,December,51,19,8,20,1,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,1,"No Deposit",8,NULL,0,Transient,80.16,0,0,Canceled,11/7/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,61,2018,December,53,30,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,87.21,0,1,Canceled,11/9/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,November,46,13,1,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,101,0,2,Canceled,11/9/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,November,46,13,1,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,117,0,2,Canceled,11/9/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,November,46,13,1,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,126,0,2,Canceled,11/9/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,25,2018,November,48,27,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,87,0,0,Canceled,11/9/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,2,2018,November,46,9,3,8,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",14,NULL,0,Transient,95.81,0,0,Canceled,11/9/2018,0.1,Direct,12.99,BB
"City Hotel",1,3,2018,November,49,30,3,8,2,0,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,89.45,0,2,Canceled,11/30/2018,0.1,Direct,12.99,BB
"City Hotel",1,5,2018,November,46,14,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,107,0,0,Canceled,11/10/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,0,2018,November,46,10,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,89,0,0,Canceled,11/10/2018,0.1,Direct,12.99,BB
"City Hotel",1,1,2018,December,52,24,0,1,2,0,0,BB,PRT,Direct,Direct,1,11,0,E,E,0,"No Deposit",NULL,NULL,0,Transient,55,0,0,Canceled,12/23/2018,0.1,Direct,12.99,BB
"City Hotel",1,8,2018,November,46,11,0,2,2,0,0,SC,PRT,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",10,NULL,0,Transient,76.5,0,0,Canceled,11/11/2018,0.3,"Online TA",35,SC
"City Hotel",1,72,2018,December,53,27,2,0,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,90,0,0,Canceled,11/11/2018,0.1,Groups,17.99,HB
"City Hotel",1,72,2018,December,53,27,2,0,1,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,65,0,0,Canceled,11/11/2018,0.1,Groups,17.99,HB
"City Hotel",1,25,2018,December,49,4,2,2,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,92.5,0,2,Canceled,11/12/2018,0.1,Direct,12.99,BB
"City Hotel",1,13,2018,November,48,22,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,11/12/2018,0.15,Corporate,12.99,BB
"City Hotel",1,36,2018,December,49,4,1,2,2,0,0,SC,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,1,"No Deposit",42,NULL,0,Transient,62.8,0,1,Canceled,11/12/2018,0.3,"Offline TA/TO",35,SC
"City Hotel",1,17,2018,November,46,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,11/12/2018,0.15,Corporate,12.99,BB
"City Hotel",1,32,2018,December,50,8,4,10,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",8,NULL,0,Transient,90.35,0,1,Canceled,11/13/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,9,2018,November,47,20,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",7,NULL,0,Transient,77.93,0,1,Canceled,11/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,December,49,4,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,93.33,0,1,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,55,2018,December,53,27,3,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,117,0,0,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,37,2018,November,47,19,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,131.4,0,1,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,November,47,21,2,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,89,0,0,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,22,2018,December,49,5,2,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",83,NULL,0,Contract,85.6,0,0,Canceled,11/16/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,33,2018,December,50,9,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"Non Refund",44,NULL,0,Transient,110,0,0,Canceled,11/16/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,23,2018,December,50,9,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,69,0,0,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,19,2018,December,49,5,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,69,0,0,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,19,2018,December,49,5,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,69,0,0,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,19,2018,December,49,5,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,69,0,0,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,15,2018,December,49,1,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,69,0,0,Canceled,11/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,3,2018,November,47,19,0,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",85,NULL,0,Transient,64,0,0,Canceled,11/17/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,4,2018,November,47,17,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,91.67,0,1,Canceled,11/17/2018,0.1,Direct,12.99,BB
"City Hotel",1,26,2018,December,51,13,2,2,1,0,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,69,0,0,Canceled,11/17/2018,0.1,Direct,12.99,BB
"City Hotel",1,20,2018,November,49,28,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,97,0,1,Canceled,11/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,34,2018,December,50,8,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"Non Refund",19,NULL,0,Transient,90,0,0,Canceled,11/17/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,25,2018,December,50,8,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"Non Refund",19,NULL,0,Transient,90,0,0,Canceled,11/17/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,22,2018,November,47,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,127,0,Transient-Party,62,0,0,Canceled,11/17/2018,0.15,Corporate,12.99,BB
"City Hotel",1,22,2018,December,50,9,1,4,2,0,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,"No Deposit",14,NULL,0,Transient,80.75,0,0,Canceled,11/18/2018,0.1,Direct,12.99,BB
"City Hotel",1,42,2018,December,53,28,1,2,2,0,0,SC,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,93.3,0,2,Canceled,11/18/2018,0.3,"Online TA",35,SC
"City Hotel",1,42,2018,December,53,28,1,2,2,1,0,SC,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,110.8,0,3,Canceled,11/18/2018,0.3,"Online TA",35,SC
"City Hotel",1,58,2018,December,53,27,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Transient-Party,77.35,0,1,Canceled,11/18/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,58,2018,December,53,27,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Transient-Party,77.35,0,2,Canceled,11/18/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,58,2018,December,53,27,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Transient-Party,77.35,0,0,Canceled,11/18/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,1,2018,November,47,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,11/18/2018,0.15,Corporate,12.99,BB
"City Hotel",1,32,2018,November,47,20,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",119,NULL,0,Transient-Party,73,0,0,Canceled,11/19/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,38,2018,December,52,25,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,97,0,1,Canceled,11/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,22,2018,November,48,24,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,1,"No Deposit",9,NULL,0,Contract,113.67,0,1,Canceled,11/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,61,2018,November,48,23,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"No Deposit",37,NULL,0,Transient-Party,70,0,0,Canceled,11/19/2018,0.1,Groups,12.99,BB
"City Hotel",1,51,2018,December,53,30,0,3,2,2,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Transient,199.33,0,0,Canceled,11/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,88,2018,December,50,11,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,76.5,0,2,Canceled,11/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,12,2018,November,48,23,1,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,101,0,1,Canceled,11/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,54,2018,December,53,28,1,3,2,0,0,SC,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Contract,158.95,0,1,Canceled,11/21/2018,0.3,"Online TA",35,SC
"City Hotel",1,17,2018,December,49,5,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,107,0,0,Canceled,11/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,44,2018,December,52,24,0,3,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,69,0,0,Canceled,11/23/2018,0.1,Direct,12.99,BB
"City Hotel",1,12,2018,November,49,28,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,87,0,1,Canceled,11/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,77,2018,December,52,26,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,108.72,0,1,Canceled,11/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,73,2018,December,53,31,0,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",104,NULL,0,Transient,99,0,0,Canceled,11/23/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,24,2018,December,49,5,2,1,3,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"No Deposit",NULL,143,0,Transient-Party,70,0,0,Canceled,11/23/2018,0.15,Corporate,12.99,BB
"City Hotel",1,24,2018,December,49,5,2,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"No Deposit",NULL,143,0,Transient-Party,50,0,0,Canceled,11/23/2018,0.15,Corporate,12.99,BB
"City Hotel",1,81,2018,December,53,30,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,109.8,0,3,Canceled,11/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,21,2018,December,49,2,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",7,NULL,0,Transient,65.91,0,0,Canceled,11/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,13,2018,December,50,6,2,0,1,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,101,0,2,Canceled,11/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,13,2018,December,50,6,2,0,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,107,0,2,Canceled,11/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,34,2018,November,48,23,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",14,NULL,0,Transient,102.6,0,0,Canceled,11/23/2018,0.1,Direct,12.99,BB
"City Hotel",1,4,2018,November,48,24,1,5,1,0,0,BB,AGO,Direct,Direct,0,1,0,A,A,1,"No Deposit",NULL,NULL,0,Transient,6,0,1,Canceled,11/23/2018,0.1,Direct,12.99,BB
"City Hotel",1,25,2018,November,48,28,1,1,2,0,0,SC,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,95,0,1,Canceled,11/23/2018,0.3,"Online TA",35,SC
"City Hotel",1,61,2018,November,48,23,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,"No Deposit",37,NULL,0,Transient-Party,70,0,0,Canceled,11/23/2018,0.1,Groups,12.99,BB
"City Hotel",1,49,2018,December,52,25,2,7,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,109.33,0,1,Canceled,11/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,53,2018,December,53,28,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,102.33,0,0,Canceled,11/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,53,2018,December,53,28,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,93.33,0,1,Canceled,11/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,26,2018,December,49,5,2,1,2,1,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",22,NULL,0,Transient,84.5,0,1,Canceled,11/25/2018,0.3,"Offline TA/TO",12.99,BB
